name,department,rating,num_ratings,would_take_again_percent,difficulty,courses
Carl Peters,English,2.9,28,0,3.6,333; AMLIT; ENG; ENG1; ENG105; ENG300L; ENG352; ENG359; ENG360; ENG377; ENGL; ENGL352; ENGL360; ENGLISH170; MODERNISM
James (Jim) Utley,Business Administration,3,1,100,4,BUS484
Baris Tuncer,Mathematics,3.8,22,68.1818,3,D100; MATH150; MATH154
Mitra Kiamanesh,Business Administration,2.6,8,37.5,3.8,BUS485
George Blazenko,Business Administration,3.7,123,68,3.5,BUS312
Seeparsad Matadeen,Business Administration,1.6,9,0,4.4,BUS207
Tracy Yiu,Business Administration,5,2,100,2.5,BUS200
Michael Huenefeld,Business Administration,1.5,17,17.6471,3.5,BUS200; BUS272; BUS361; D100; D200
Corey Abell,English,5,2,100,3,ENG115W; ENGL115
Colleen Pawlychka,Criminology,1.9,56,28.5714,4.3,104; 315; CRIM104; CRIM1100; CRIM1170; CRIM131; CRIM135; CRIM241; CRIM290; CRIM315; CRIM3376
Gregory Feldman,International Studies,4.2,17,75,3,IS101; IS302; IS319; SOC48220
Timothy Paulson,History,3,4,50,4,HIST112; HIST132
Laura Lee,Health Science,5,1,100,3,HSCI312
Anisef Aubie,Not Specified,4.3,17,100,2,MATH151; MATH157; STAT203; STATS203
Mehran Norafkan,Linguistics,3.6,8,50,3.4,LING; PER118; PERS118
Lindsay Pattison,History,1.7,6,16.6667,4.3,GSWS201; GSWS311; HIST102; HIST444W
Steve Conrad,Not Specified,3.5,22,60,3.1,ENV221; REM100; REM221; REM381; REM412; SD381
Marinko Sarunic,Engineering,4.3,12,40,2.3,COOP1ST; ENSC225; ENSC325; ENSC410; ENSC476
Carolyn Sparrey,Engineering,3.8,9,75,3.6,222; ENSC282; MSE222; MSE312
Shahram Amiri,Engineering,1,2,0,3,MSE320; MSE995
Bahram Dadgostar,Finance,1,2,0,3.5,BUS312
Cassius King,Criminology,5,6,100,1.5,CRIM135
Helene Wheeler,Criminology,5,1,100,3,CRIM330
Angela Lin,Accounting,4.2,13,84.6154,3.5,BUS251
Patrick Carolan,Psychology,4.1,24,89.4737,3.1,PSYC100; PSYC1115; PSYC325; PSYCH100; PSYCH3027
Vanessa Shum,Business Administration,4.1,9,77.7778,3.2,BUS381
Terry Neiman,Communication,3.4,67,76.9231,3.3,304; 304W; 447; CMNS1216; CMNS200; CMNS304; CMNS304W; CMNS304WJ; CMNS347; CMNS425; CMNS447; CMNSD100; FASS204
Liang Diao,Economics,1.3,3,0,4.7,ECON383
Manfred Trummer,Mathematics,2.2,100,32,3.9,MA232; MACM316; MACM409; MATH152; MATH157; MATH232; MATH251
Christina Hull,Biomedical Physiology & Kinesiology,4.6,5,80,3.4,BPK110; BPK304W
David Hik,Biology,4.7,3,66.6667,3.3,BISC366; SCI190
Susan Bush,Business Administration,2,1,0,4,BUS361
Andrea Geiger,History,3.2,27,75,3.8,104; HIST104; HIST206; HIST322; HIST376; HIST390; HIST447; HIST447W; HIST485; HIST486
Mohsen Moghaddam,Linguistics,4.7,3,100,3,EDUC100; LING160
Jim Hutchinson,Philosophy,4.5,12,83.3333,2.7,PHIL100; PHIL100W; PHIL101W; PHIL110; PHIL201
Justine Gauthier,Mathematics,4,3,66.6667,3.3,MATH150
Marnie Branfireun,Environmental Science,2.7,56,35.4167,3.5,EVSC100; EVSC201W; EVSC205
Ryan McBride,Computer Science,4.8,4,100,3.5,MACM101
Jessica Bouchard,Criminology,4,1,100,4,CRIM220
Leslie Armijo,International Studies,3.6,14,57.1429,2.9,IS101; IS220; IS340; IS450; IS450W; IS45O
Alisa Paul,Education,5,1,100,3,EDUC454
Joe Thompson,Psychology,3.5,38,60.5263,3.3,COGS110; PSYC102; PSYC1100; PSYC120; PSYC210; PSYC308; PSYCH102
Michael Campbell,Geography,3.5,2,50,2.5,HSCI424
Ayaka Yoshimizu,Communication,3.5,12,25,2.6,ASIA354; CMNS110; CMNS262; CMNS423; CMNS432
Shuna Ho,Business Administration,1.5,9,22.2222,3.6,BUS237; MGMT601
Jack Chen,Biology,3.5,11,100,2.6,MBB243; MBB342; MBB420; MBB440; MBB441; MBB461
Noel Dyck,Anthropology,2.8,30,100,3.5,ANTH1; SA101; SA301; SA332; SA352; SA364
David Kaufman,Education,3.8,5,75,2.4,EDUC351; EDUC863
Mark Drew,Computer Science,3,49,50,3.2,828; CMPT100; CMPT101; CMPT110; CMPT365; CMPT828; CMPT880
Rob Bittner,Gender Studies,4.5,9,66.6667,2.1,GSWS100; GSWS210
Nadine Boulay,Gender Studies,5,1,100,3,GSWS318
"Anthony ""Tony"" Leyland",Kinesiology,3.7,10,75,3.1,BPK142; BPK143; BPK201; KIN143; KIN201
Matthew Gervais,Psychology,2.8,26,53.8462,3.2,P391; PSYC391; PSYCH361; PSYCH391
Fernando Aragon,Economics,2.5,24,33.3333,4.3,BUS201; ECON201; ECON201301; ECON301; ECON362
Catherine Blancard,Languages,3.9,40,50,2.9,FR151211; FR201; FR222; FREN; FREN099; FREN120; FREN150; FREN151; FREN201; FREN210; FREN211; FREN221; FREN222; FREN300; FRENCH; FRENCH211; L
Julie Nielsen,Environmental Resources,1,2,0,3,REM471
Scott Venners,Health Science,4.3,11,100,3,HSCI304; HSCI330
Mary Ellen Kelm,History,3.2,17,50,2.7,HIST101; HIST325; HIST326; HIST427; HISTD
Paul Dutton,History,4.3,89,80,3.3,HIST105; HISTBOOK; HISTORY105; HUM103; HUM105; HUM150; HUM216; HUM219; HUM307; HUM312; HUM382; HUM385
Nadine Flagel,English,3,70,27.2727,3.5,101W; 105; 113W; 199W; ENG101; ENG101W; ENG207; ENG340; ENG383; ENGL101; ENGL103; ENGL103W; ENGL105; ENGL113W; ENGL114; ENGL199W; ENGL207; ENGL340; ENGL342; ENGL438; ENGL438W
Edward Surman,Religion,5,3,100,3,HUM130; HUM309
Kevin Ginnell,Political Science,4,27,71.4286,2.2,POL131; POL151; POL200; POL221; POL222; POL251; POL343; POL358; POL359; POL400; POL423; POL438
Irina Presnyakova,Linguistics,4.5,4,100,2.5,LING160; LING220
Elizabeth Lisa Phillips,Business Administration,4.5,11,100,2.7,BUS381
Carlie Bell,Business Administration,4.4,5,80,3.6,BUEC232
Christina Tang,Cognitive Science,1,1,0,4,COGS100
Sarah Hogarth Rossiter,Philosophy,4.4,8,100,3,PHIL150; PHIL350; PHIL357
Amal Ghazal,History,3.3,3,100,3.3,HIST151; HIST350
Duncan Knowler,Environmental Studies,3.5,16,100,3,REM100; REM200; REM363
Alfred Kong,Economics,2.5,13,0,3.1,ECO230; ECON103; ECON291; ECON383
Lee Hanlan,Chemistry,3.2,88,53.3333,3,121; C236; CHEM110; CHEM111; CHEM121; CHEM122; CHEM236; CHEM336; CHEMI121; CHWM122
Lara Campbell,Women's Studies,4.3,51,71.4286,2.7,GSWS101; GSWS317; GSWSD100; WMST101; WS100; WS101; WS202; WS317
Lynn Fels,Education,4.4,12,100,1.2,EDUC355
Shu Ho,Business Administration,1.3,11,0,4.1,BUS237; IBUS3530; IBUS4540
John MacFarlane,Fine Arts,3.3,11,50,3.6,170; 389; FPA; FPA170; FPA171; FPA389
Madeline Knickerbocker,History,3,9,44.4444,3.6,FNST101; FNST201; FNST201W; FNST222; FNST2O1W; FNST326
John Whatley,English,3.6,24,60,3,102; 104; CRIM384; CRIM3XX; CRIM416; CRIM417; CRIM418; ENG; ENG3263; ENGL102; ENGL205; ENGL216; ENGL315; ENGL322; ENGL325; ENGL357; ENGLSECT
Jorge Oceguera,Business Administration,4.9,7,100,2.3,BUS201
Peter Anderson,Communication,4.3,6,100,1.5,CMNS356; CMNS456
Rasoul Narimani,Physics,4.5,12,91.6667,3,PHYS100; PHYS101; PHYS140; PHYS141; SFU101
Emanuela Mileva,Linguistics,4,1,100,3,LING200
Stacey Copeland,Communication,5,1,100,3,CMNS321
Nicole  Myers,Criminology,3.5,11,50,3.5,343; CRIM332; CRIM343; SOCY389
Elena Cirkovic,Political Science,3.3,15,100,3.3,POL321; POL329; POL339; POL3394; POLI116; POLI300; POLI329; POLS466; PPP
Rita Ueda,Music,3.5,17,40,2.6,CA104; FPA 104; FPA104
Miriam Lavergne,Health Science,4.2,6,83.3333,2.8,HSCI305
Daniel Nnane,Geography,1,5,0,4.2,GEOG311
Jorge Rodriguez,Statistics,1.2,75,0,4.2,270; SA257; STAT100; STAT201; STAT203; STAT270; STAT302; STAT305; STATS100; STATS270
Eric Wong,Business Administration,5,2,100,2.5,BUS237
Sterling Keful,Psychology,5,1,100,3,PSYC300
E.M Verheyen,Science,4.3,50,100,3,BIO102; BIO202; BISC202; MBB438
Joan Brockman,Criminal Justice,3.5,57,50,3.4,330; 432; CRIM330; CRIM432; CRIM436; CRIM437; CRIM438
Iryna Ponomarenko,Criminology,4,3,66.6667,3.7,CRIM230
David Campbell,Statistics,3,17,87.5,3.9,203; DATA180; STAT203; STAT240; STAT285; STATS203
Shona Adams,Psychology,3.1,19,52.6316,2.2,PSYC241; PSYC391
Birgit Schwarz,Biology,2.6,5,60,3,BIOL2050; BISC300; BISC410; NATS1550
Mark Fettes,Education,3.5,13,0,2.6,398; EDCT100; EDUC100; EDUC101; EDUC394
Joseph Peters,Computer Science,3.5,27,70,3.7,CMPT305; CMPT307; CMPT371; CMPT405
Lawrence McAllister,English,5,1,100,4,ALC099
Jay Leardi,Philosophy,5,2,100,2,COGS310; PHIL100W
James Delgrande,Computer Science,2.7,3,50,3.3,CMPT310; CMPT411
Penny Deck,Health Science,2.6,7,66.6667,4,BPK110; BPK140; HSCI100
Annette Stenning,English,2.2,10,20,3.7,BUS216; ENG; ENG102W; ENG112; ENG112W; ENGL3ISH; ENGL410
Amir Azaron,Business Administration,1.9,36,17.1429,3.7,BEUC232; BUEC232; BUQU1230; BUS232; BUS237; BUS336; BUS473
Ami Mamolo,Mathematics,2.4,44,0,4.2,CLASSSECT; EDUC1310; FAN01; FAN100; FAN99; FANX99; FANXX; FANXX99; MATH100; MATH197
Louis Ng,Statistics,3.7,47,63.8298,2.2,STAT100; STAT201; STUTPID499
Graham Mackenzie,Communication,4,5,60,3,CMNS201; CMNS347; CMNS410
Steven Thompson,Statistics,5,1,100,2,STAT330
Ethan Kazemir,Biomedical Physiology & Kinesiology,5,1,100,4,BPK426
Lieke Brummelhuis,Business Administration,3.7,27,69.5652,2.6,BUS272
Alamgir Hossain,Mathematics,3.8,5,80,2.8,MATH154
Carol Fleischhaker,Criminology,4,13,100,3.4,CRIM330
Ashraf Mohammed,Health Science,1,2,0,3,HSCI432
Carlos Ponce,Criminology,3.6,20,65,2.8,CRIM101; CRIM104
Alexandra Fedorova,Computer Science,3.3,14,0,3.4,431; 571B; 886; CMPT401; CMPT431; CMPT886; CPEN331
George Kirczenow,Physics,3.8,4,50,2.7,PHYS102; PHYS421
Huamei Han,Education,2.9,11,50,3.9,EDUC467; EDUC471; EDUC825; EDUE
Sarah Farstad,Psychology,4.5,11,100,2.5,PSYC102; PSYC241; PSYC3450; PSYC391; PSYCH241
Joshua Wilkie,Science,2.6,40,100,3.2,CHEM122; CHEM360; CHEM460; CHEM464
Efe Peker,Sociology,4.5,11,100,2.5,350; SA350; SA364; SCS2105; SCS2150
Haley Goren,Criminology,2,3,33.3333,2.7,CRIM355; CRIM356; CRIM402
Krystal Glowatski,Criminology,4.7,3,100,2.3,CRIM135; CRIM315; CRIM317
Marissa Bowsfield,Psychology,1,1,0,4,PSYC362
Steve Mongrain,Economics,3.9,51,88.8889,2.8,325; 393; 402; ECON103; ECON110; ECON302; ECON325; ECON393; ECON402; ECON492; ECON494; ECON803; ECON892
Steve Whitmore,Engineering,4.4,44,100,2.3,101; 803; E101; ENG101; ENSC100W; ENSC101; ENSC101102; ENSC1012; ENSC102; ENSC105; ENSC105W; ENSC305
Colleen Stevenson,Business Administration,2.3,3,33.3333,3.3,BUS217W
Fat-Kwong Ng,Statistics,1,2,0,2.5,STAT100
Kerstin Heilgenberg,Educational Research,4.2,13,0,1.7,2222; COM206; EDU467; EDUC467; FAL; FALX99
Massimo Pozzolo,Asian Studies,5,4,100,2.2,ASIA203; DAD230; PHIL101; SITONMYFACE200
Maryam Aliyar,Computer Science,3.7,28,100,2.4,CMPT125; CMPT225; CMT225; COM225
Barbara Winter,Archaeology,3.4,31,42.8571,3.2,ANTH1217; ANTH130; ARCH300; ARCH301; ARCH302; ARCH332; ARCH348; ARCH349; ARCH444; ARCH480; ARCHART; MUSEUMCUR
Christine Neudecker,Criminology,5,4,100,3,CRIM320
Daria Capostagno,Languages,4.8,12,100,2,ITAL100; ITAL100101
Diego Silva,Health Science,3.4,7,42.8571,3.9,HSCI319; HSCI319W; HSCI481
Tun Myint,Health Science,3.9,39,71.7949,2.8,HSCI130; HSCI160; HSCI211; HSCI432; POSC170
Yunzhijun Yu,Business Administration,3,8,50,3.9,BUS343; BUS347; YU22576
Marijuana Paduraru,Chemistry,3,55,0,3.8,281; CHEM111; CHEM120; CHEM121; CHEM281; CHEM281L; CHEM282; CHEM283; CHEM286; OCHEM253
Charmaine Perkins,Criminology,3,49,46.4286,4.1,300; 300W; 321; CRIM; CRIM104; CRIM311; CRIM312; CRIM321; CRIM322; CRIM332; GS422; THEORY
Jeffrey Checkel,International Studies,2.9,13,80,4.3,I300; IS200; IS300; IS451; IS800
Chohre Rassekh,Italian,4.6,24,100,2.7,ITAL100; ITAL100101; ITAL101; ITAL200; ITAL201; ITALD
Ysera Huang,Business Administration,5,1,100,3,BUS272
Clifford Burgess,Linguistics,3.3,171,46.1538,3.8,110; D100; LING; LING100; LING104; LING110; LING200; LING200GRMMR; LING220; LING282; LING282W; LING295; LING360; LING362
Jodie-Ann Warren,Criminology,4.3,28,87.5,3.1,335; CRIM103; CRIM214; CRIM318; CRIM355; CRIM402
Elizabeth Milton,Art,5,6,100,2.5,FINA1120; FINA1220; FINA2290; FPA160; FPA260
Malgorzata Dubiel,Mathematics,3.8,54,87.5,2.8,FAN99; FANX99; MATH100; MATH190
Amelie Trotignon,Mathematics,2.7,11,54.5455,3.6,MATH150
Genevieve Brisson,Education,5,1,100,2,EDUC480
Aditi Ghosh,Mathematics,5,1,100,5,MATH381
Liliana Perez,Geography,2,13,0,2.5,G251; GEOG251
James Wakeling,Kinesiology,2.9,7,33.3333,3.4,BPK201; BPK301; KIN201; KIN301
Michael Silverman,Microbiology,2.9,67,27.2727,3.4,BIOL403; BISC403; MBB221; MBB231; MBB403
Ismaeil Fazel,Literature,2.5,2,50,4,FAL99; FALX99
Nidhi Panwar,International Studies,2,1,0,3,IS101
Benjamin Unterman,Design,1,1,0,4,IAT100
Pedro Feijao,Mathematics,2.8,12,50,3.4,MATH150
Nimal Rajapakse,Engineering,1,1,0,5,ENSC180
Stuart Parker,History,2.9,33,52.381,3.9,H225; HIST209W; HIST288; HIST358; HIST436; HIST486; IS209; IS220; IS230; IS265; IS358
Chris Atchison,Social Science,4.1,53,25,4,355; SA101; SA250; SA255; SA255355; SA355; SA360; SASA; SOCI355
Muhammad Asad Asadullah,Criminology,4.9,16,100,1.4,315; CRIM135; CRIM315
Tanya Tang,Accounting,1.9,12,0,3.9,ACCT254; ACTG4P41; BUS254
Petra Berenbrink,Computer Science,2,29,100,3.6,307; CMP307; CMPT300; CMPT307; CMPT405
Bozena Kaminska,Engineering,1.6,36,42.8571,3.1,330; 330E100; ENCS330; ENSC330; ENSC410; ENSC893
Christine Pan,Languages,1.5,2,0,4,JAPN100
Rodrick Lal,Education,4.3,18,100,3.4,E320; EDPSYCH32301; EDU323; EDUC220; EDUC321; EDUC323; EDUC5520
Elizabeth MacDonald,Communication,2.6,6,0,3.7,BUS251; CMNS100
Kyungjae Lee,Computer Science,4.2,6,100,2.3,CIS145; CMPT128; COMP150
Stefano Gulmanelli,Political Science,1.8,5,20,3.8,POL317; POLSCI317
Samantha May,Sociology  Anthropology,2.9,5,100,3,SA250; SA255; SOCIO200
Kari Marken,Education,4.5,3,100,2.3,ASTU204C; EDUC100; FALX99
Ted Kirkpatrick,Computer Science,3.4,41,50,2.3,CMPT120; CMPT225; CMPT276; CMPT2XX; CMPT363; CMPT376; CMPT383; CMPT474; CMPT6XX; CMPT743
Wang Yue,Not Specified,5,1,100,3,LING401
David Jacks,Economics,3.9,27,100,3,BUEC; BUEC333; ECON103; ECON301; ECON345; ECON372; ECON3XX; ECON451
Elisabeth McClymont,Health Science,4.2,7,85.7143,2.8,HSCI307
Charles Turo,Mathematics,5,5,100,3.4,MACM201
Dylan Wiwad,Psychology,2.7,7,42.8571,3.4,PSYC201W; PSYC260
Taylor Anderson,Geography,2,2,0,3.5,GEOG255
Parin Dossa,Social Science,2.9,37,40,2.9,218; ANTHRO100; MED3; SA203; SA218; SA245; SA319; SA345; SA356; SA356W; SA402; SOC; SOC203; SOCIOLOGY
William Ruth,Statistics,4.8,6,100,2.5,STAT201; STATS201
Mina Sedaghatjou,Education,4.3,3,100,3.3,EDUC212; EDUC451
Sarah Canham,Gerontology,2.7,8,42.8571,2.9,GERO101; GERO300
Nichole Scheerer,Psychology,3.7,6,50,3.3,PSYC389
Katherine Hennessey,Not Specified,3,1,0,3,ENGL302
Btara Truhandarien,Computer Science,4,1,100,4,CMPT225
Broc Rossell,English,4.3,14,100,2.8,102W; ENG102W; ENG205; ENG472W; ENGL102; ENGL112W; ENGL205; ENGL212; ENGL387; HUM320; HUM340
Nicola Mulberry,Mathematics,3.2,5,80,4,MATH157
Eleonora Joensuu,Education,4.9,8,100,2,EDUC100; EDUC240; EDUC252
Paula MacDowell,Education,5,3,100,2.7,EDUC100
Kiffer Card,Health Science,4.4,12,91.6667,3.5,HSCI345; HSCI432
Efe Gurcan,Sociology,3.6,10,70,3.2,IS210; IS300; SA325; SA350; SA362
Nicole Scheerer,Psychology,2,1,0,3,PSYC389
Nathan Szymanski,English,4.2,8,87.5,3.4,ENG203; ENGL112; ENGL112W; ENGL203; ENGL207; ENGL310
Dana Greig,Business Administration,2.7,12,41.6667,3.8,BUS426
Alexander Beyer,Political Science,5,1,100,4,POL339
Robyn Long,Education,5,2,100,2,EDUC222; EDUC320
Jakub Burkowicz,Sociology,4.3,15,83.3333,3.1,321; SA100W; SA150; SA150SA250; SA250; SA250SA350; SA321; SA327; SOCI2220; SOCI327; SOCY250
Brian Funt,Computer Science,3.6,37,100,3,101; CMPT102; CMPT361; CMPT412; CMPT461; CMPTXXX; CPMT102
Ian Tietjen,Health Science,4.3,12,91.6667,3.5,HSCI100; HSCI212
Jodie Ann Warren,Forensic Science,3.5,2,100,3,CRIM103
Lynne Quarmby,Science,3,37,100,3.9,BISC403; BISC433; MBB221; MBB231; MBB302; MBB431; MMB221
Michael Silvergieter,Biology,3.3,10,60,3.1,BIO1203; BIO1210; BIOL1210; BISC100; COS126
Ze-Nian Li,Computer Science,2.6,13,0,4.6,CMPT365; CMPT414
Richard Parent,Criminology,1,1,0,4,CRIM7124
Kai Bu,Computer Science,4,2,100,2,CMPT300
Yusuf Tuncer,Mathematics,2.2,5,20,3,MATH154
Adam Barlev,Molecular Biology amp Biochemistry,3.2,13,69.2308,3.7,MBB222
Teo Penkov,Biology,4.8,7,100,1.4,BISC101; BISC202
Rick Gruneau,Communication,4,41,0,3.4,310; 310410; CMN410; CMNS; CMNS240; CMNS310; CMNS310410; CMNS324; CMNS326; CMNS331; CMNS386; CMNS410; CMNS422; COMM386; SPORT
Masoud Shadnam,Business Administration,3.6,3,100,2.3,BUS303; HIST101; ORGA316
Kim Trottier,Business Administration,3.8,11,100,3,BUS321; BUS400; BUS420; BUS421; BUS639
Martin Davidson,Psychology,4,57,100,3,355; 355AND356; 356; 365; PSY106; PSYC106; PSYC355; PSYC355356; PSYC355AND356; PSYC355OR356; PSYC356; PSYCH355
Susan Brook,English,4.1,53,100,3,101W; ENG101; ENG101W; ENG207; ENG342; ENG364; ENG378; ENGL101; ENGL101W; ENGL115W; ENGL207; ENGL342; ENGL364; ENGL378; ENGL440W
David Pajot,French,4.6,15,100,2.2,FREN122; FREN210; FREN211; FREN221; FREN23; FREN301; FREN304; FRENC122; FRENCH122
John Harriss,International Studies,3.4,12,100,4.2,IS00; IS101; IS313W; IS409; IS451
Salahuddin Muntaseer,Computer Science,3.6,20,0,2.7,CMPT120; CMPT125; CMPT126; CMPT128; CMPT150
David Borys,History,3.7,5,50,2.8,HIST102; HIST102W; HIST436
Shora Ebrahimi,Economics,3.8,16,91.6667,3.1,325; BUQU1130; BUQU1230; BUSI1130; BUSI2429; ECON1220; ECON201; ECON2260; ECON325
Eleanor Stebner,Humanities,4.7,9,100,2.7,HUM102; HUM300; HUM330; HUM375
Nancy Khalil,Mathematics,3.5,20,55.5556,3.6,MATH100; MATH152; MATH154; MATH232
George Nicholas,Archaeology,3.9,28,50,3.8,ANTH471; ARCH201; ARCH201INTRO; ARCH332; ARCH455; ARCH471; ARCH471W; ARCH479W; ARCHA471; ARCHINTRO
Rita Santillan,Languages,1.3,6,0,3.3,SPAN102; SPAN103
Apala Guha,Computer Science,2,24,29.1667,2.8,CMPT354; CMPT379
Sonja Luehrmann,Anthropology,3.9,7,66.6667,2.7,SA322; SA345; SA356; SA386
Leonid Chindelevitch,Computer Science,2.7,15,40,3.6,CMPT225; CMPT405; CMPT441; CMPT705
Balbir Gill,Engineering,2.3,6,16.6667,3.3,CMPT371; ENSC327
Jim Delgrande,Computer Science,2.3,33,0,3.8,310; CMPT300; CMPT310; CMPT311; CMPT354; CMPT411
Aisha Ravindran,Education,2.9,13,75,3.1,ENGL112; ENGL1130; FALX99; X99
Dipankar Sen,Science,3.7,20,66.6667,3,MBB222; MBB420; MBB421
Gregory Polakoff,Liberal Studies,4.3,25,100,2.7,ENG101W; ENG105; ENGL216; ENGL233; ENGL364; ENGL465; ENGL468; ENGLENGL; HUM321; HUM322; HUM330; WL100; WL102; WL104; WLALL
Michelle Kline,Psychology,3.5,12,58.3333,2.5,PSY250; PSYC250; PSYCH250
Jay Healey,Criminology,4,24,100,2.6,CRIM101; CRIM220; CRIM300W; CRIM3011; CRIM316
Greg Mori,Computer Science,4.3,41,100,3.1,721; CMPT225; CMPT310; CMPT31O; CMPT419; CMPT726; CMPT891
Cécile Weil,French,4,2,50,4,FREN121; FREN221
Majid Ghorbani,Business Administration,2.7,16,0,2.8,BUS303; BUS374; BUS432
Monica Semeniuk,International Business,1.5,2,0,3.5,BUSN1210
Jonathan Katz,Philosophy,2.9,33,25,3.7,110; DOESTMATTERMA; PHIL100; PHIL100W; PHIL105; PHIL110; PHIL144; PHIL240; PHILLXX1; PHILXX1
Nancy Teeple,Political Science,3.7,4,50,3.3,445W; POL347; POL348
Cathi Shaw,Education,3.9,10,0,2.7,ED100; EDUC; EDUC100; EDUC465463; EDUCATION100; ENG112; FALX99; LFE101
Rebecca Yoshizawa,Gender Studies,4.8,9,100,2.3,CMNS253W; CMNS455W; GSWS210; GSWS318; SOCI3260
Paul Ho,Engineering,3.9,13,75,3.1,832; ENSC380; ENSC832
Jenny Shaw,Anthropology,4.9,9,88.8889,2.6,ANTH1100; SA332; SA356; SA356W; SA375; SA474
Sophie Lavieri,Chemistry,4.1,129,100,2.5,CHEM100; CHEM110; CHEM111; CHEM121; CHEM122; CHEM126; CHEM281; CHEMCHEM
Marc Acherman,English,3.3,16,60,3.6,ENG105; ENGL105; ENGL1127; ENGL207; ENGL2235
Hilary Todd,Criminology,4.7,28,91.3043,2.1,CR101; CRIM101; CRIM1100; CRIM135; CRIM251; CRIM455; CRIM468; CRM251
Jillian Deri,Sociology & Anthropology,4.4,15,100,2.1,150; GSWS1101; GWST223; GWST495O; SA150; SA337; SOCI1125
Dawn MacKey,Kinesiology,5,2,100,2.5,KIN304
Jenny Cory,Biology,4.5,2,100,3,BISC204; BISC435
Srinivas Sura,Biology,5,2,100,3.5,BISC302
Stephen Ogden,English,3,81,0,3.4,ENG101; ENG104; ENG105; ENG206; ENG330; ENG342; ENG383; ENG484; ENGL101; ENGL103; ENGL104; ENGL104W; ENGL105; ENGL206; ENGL340; ENGL341; ENGL342; ENGL357; ENGL383; ENGL436; LIB7001; LIBS7001
Nicole Tunbridge,Biology,4,34,0,3.1,BIO100; BIO102; BIO1110; BIO204; BISC; BISC100; BISC102; BISC204; BISC300; BISC309
Barry Cartwight,Criminology,3.7,38,0,2.3,CRIM100; CRIM101; CRIM103; CRIM104; CRIM131; CRIM1O1D1OO; CRIM220; CRIM300
John Giles,Statistics,1.8,9,11.1111,3.8,STAT201; STATS201
Simon Verdun-Jones,Criminal Justice,4.3,119,66.6667,3,230; 314; CRIM1; CRIM230; CRIM230AN314; CRIM314; CRIMINAL LAW
Jean Hebert,Communication,3.3,14,100,2.9,CMNS110; CMNS253; CMNS253W; CMNS323W; COMM1100; COMM120; TECH101W
Maggie MacAulay,Communication,4,11,62.5,2.5,CMNS342; CMNS353; CMNS455
Meguido Zola,Education,2.7,63,100,2.9,100; CHILDRENSLIT; EDU100; EDU465; EDUC; EDUC100; EDUC100W; EDUC200; EDUC400; EDUC405; EDUC464; EDUC465; EDUC472; EDUC485
Sj Ruuth,Mathematics,3.7,43,33.3333,2.7,MACM316; MATH232; MATH251; MATH310; MATH470
Jiarui Li,Molecular Biology amp Biochemistry,3,7,71.4286,4,MBB331
Ron Zitron,Business Administration,3.6,79,28.5714,3.7,BUS; BUS149; BUS312; BUS312336; BUS314; BUS336; BUS437; BUS473
William Davidson,Molecular Biosciences,4.2,28,50,3.3,MBB; MBB222; MBB321; MBB463
Jeannette Paschen,Business Administration,3,10,50,2.8,BUS341; BUS361; MRKT1199
Richard Ward,Science,3.8,25,85.7143,2.8,303; BPK303; BPK304W; BPK304W303; BPK375; KIN303; KIN303BPK375; KIN304; KIN375304
Laurie Goldsmith,Health Science,2.1,24,66.6667,4.2,305; HSCI305
Michael Wilkinson,Business Administration,5,2,100,5,BUS217W
Daniel Papania,Business Administration,4.2,9,77.7778,2.7,BUS345; BUS445; BUS464; BUS468
Jack Martin,Psychology,4.1,35,50,2.7,308; HISTPSYC; PSY207; PSYC; PSYC207; PSYC308; PSYCH207; PSYCH308
Michael  Nixon,Select department,3,2,50,3.5,IAT206W; IAT309W
Vincent Andrisani,Communication,4.9,12,100,2.5,CMNS321; CMNSM321
David Andolfatto,Economics,3,76,66.6667,3.1,305; ECON304; ECON305; ECON387; ECON410; ECON807; ECS250; MACRO
Iryna Dudnyk,Economics,3.5,101,54.5455,3.2,103; ECO103; ECON103; ECON104; ECON105; ECON2100; ECON302; ECON8500
Lisa Papania,Business Administration,3.6,17,50,2.9,453; BUS238; BUS443; BUS444; BUS446; BUS449
Keir Moulton,Linguistics,4.8,12,100,2.5,LING222; LING282W; LING282WQ; LING301W; LING322; LING480
Gurshant Sandhu,Gender Studies,5,3,100,4.3,ECON103; GEN228; GSWS102
Courtney Szto,Communication,4.5,2,100,2,CMNS324
Chen Shih-Shan,Gender Studies,1,1,0,4,GSWS101
Ameer Abdelhadi,Engineering,4.8,15,93.3333,3.5,ENSC252; ENSC350
Stephen Brown,Kinesiology,3.6,22,25,2.6,140; BKP140; BPK140; BPK340; KIN140; KIN340; KIN481
Nadia Kenareh,Computer Science,5,1,100,3,MATH151
Olympia Koziatek,Geography,5,1,100,3,GEOG251
Anne Higgins,English,3,103,50,3,102W; 111W; 201; ENG102; ENG111; ENG201; ENG306; ENG311; ENG313; ENGL102; ENGL102W; ENGL103; ENGL111; ENGL111W; ENGL201; ENGL306; ENGL311; ENGL377; ENGL404
Ghasem Behfarshad,Engineering,5,4,100,2.5,MSE220; MSE321
Alireza Saremi,Business Administration,1.8,4,25,3.5,BUS336; BUS440
Denise Zabkiewicz,Health Science,2.5,26,28.5714,3.3,HSC307; HSCI307; HSCI555
